scientific_name,TermTotalTrade,term
Phragmipedium hybrid,1,cultures
Phragmipedium schlimii,1,seeds
Phragmipedium spp.,1,flowers
Phreatia densiflora,1,live
Phreatia paleata,1,live
Phyllangia spp.,1,raw corals
Phyllangia spp.,1,specimens
Phyllobates aurotaenia,1,specimens
Phyllobates lugubris,1,specimens
Physeter macrocephalus,1,baleen
Physeter macrocephalus,1,bone products
Physeter macrocephalus,1,derivatives
Physeter macrocephalus,1,extract
Physeter macrocephalus,1,skin pieces
Physignathus cocincinus,1,derivatives
Physogyra exerta,1,live
Physogyra spp.,1,specimens
Picathartes gymnocephalus,1,live
Picrorhiza kurrooa,1,medicine
Pilgerodendron uviferum,1,live
Piliocolobus badius,1,specimens
Piliocolobus kirkii,1,specimens
Piliocolobus pennantii,1,specimens
Piliocolobus rufomitratus,1,carvings
Piliocolobus tholloni,1,carvings
Pilosocereus alensis,1,live
Pilosocereus brasiliensis,1,live
Pilosocereus chrysacanthus,1,dried plants
Pilosocereus glaucochrous,1,live
Pilosocereus oligolepis,1,live
Pilosocereus spp.,1,dried plants
Pionites hybrid,1,live
Pionites leucogaster,1,trophies
Pionites melanocephalus,1,bodies
Pionites melanocephalus,1,skins
Pionopsitta barrabandi,1,bodies
Pionopsitta barrabandi,1,specimens
Pionopsitta caica,1,specimens
Pionopsitta pileata,1,specimens
Pionus maximiliani,1,skins
Pionus menstruus,1,bodies
Pionus senilis,1,feathers
Pionus senilis,1,specimens
Pionus tumultuosus,1,bodies
Pionus tumultuosus,1,live
Pionus tumultuosus,1,skins
Pipile jacutinga,1,live
Pipile jacutinga,1,skeletons
Pipile pipile,1,specimens
Pithecia monachus,1,skeletons
Pitta guajana,1,skins
Pitta guajana,1,skulls
Placotrochides scaphula,1,raw corals
Placotrochus spp.,1,specimens
Plantae,1,live
Platalea leucorodia,1,bodies
Platalea leucorodia,1,specimens
Platanthera bifolia,1,live
Platanthera bifolia,1,roots
Platanthera camtschatica,1,live
Platanthera chlorantha,1,live
Platanthera spp.,1,live
Platycercus adscitus,1,specimens
Platycercus elegans,1,feathers
Platycercus eximius,1,skulls
Platycercus icterotis,1,skin pieces
Platycercus spp.,1,specimens
Platycercus zonarius,1,live
Platygyra daedalea,1,specimens
Platygyra spp.,1,specimens
Platystele gyroglossa,1,live
Platystele propinqua,1,live
Platystele spp.,1,specimens
Platytrochus spp.,1,live
Plectrophora spp.,1,cultures
Plectropterus gambensis,1,bodies
Plectropterus gambensis,1,skins
Plectropterus gambensis,1,specimens
Pleione chunii,1,roots
Pleione maculata,1,roots
Pleione speciosa,1,live
Pleione spp.,1,roots
Plerogyra sinuosa,1,derivatives
Plesiastrea spp.,1,raw corals
Pleurobema clava,1,shells
Pleurobema clava,1,specimens
Pleurothallis acanthodes,1,live
Pleurothallis bucranon,1,live
Pleurothallis cactantha,1,live
Pleurothallis cardiochila,1,live
Pleurothallis caymanensis,1,live
Pleurothallis cernua,1,live
Pleurothallis colossus,1,live
Pleurothallis complanata,1,live
Pleurothallis crateriformis,1,live
Pleurothallis culpameae,1,live
Pleurothallis echinocarpa,1,live
Pleurothallis epiglottis,1,live
Pleurothallis gomezii,1,live
Pleurothallis mastodon,1,live
Pleurothallis melanopus,1,live
Pleurothallis mystax,1,live
Pleurothallis nummularia,1,dried plants
Pleurothallis palliolata,1,live
Pleurothallis paraniesseniae,1,live
Pleurothallis recurvata,1,live
Pleurothallis rubellia,1,live
Pleurothallis rubroviridis,1,live
Pleurothallis ruscaria,1,live
Pleurothallis scoparum,1,live
Pleurothallis setosa,1,live
Pleurothallis simmleriana,1,live
Pleurothallis spp.,1,flowers
Pleurothallis tikalensis,1,live
Pleurothallis tragulosa,1,live
Pleurothallopsis inaequalis,1,live
Ploceidae spp.,1,live
Ploceus heuglini,1,live
Ploceus nigerrimus,1,live
Ploceus nigerrimus,1,specimens
Ploceus superciliosus,1,live
Plocoglottis acuminata,1,live
Plocoglottis javanica,1,live
Pocillopora elegans,1,live
Pocillopora elegans,1,raw corals
Pocillopora spp.,1,specimens
Pocilloporidae spp.,1,raw corals
Podabacia crustacea,1,specimens
Podangis spp.,1,live
Podarcis pityusensis,1,live
Podochilus spp.,1,leaves
Podocnemis expansa,1,carapaces
Podocnemis expansa,1,carvings
Podocnemis expansa,1,eggs
Podocnemis expansa,1,live
Podocnemis expansa,1,skulls
Podocnemis sextuberculata,1,bodies
Podocnemis sextuberculata,1,specimens
Podocnemis spp.,1,eggs
Podocnemis spp.,1,live
Podocnemis unifilis,1,carapaces
Podocnemis vogli,1,carapaces
Podophyllum hexandrum,1,live
Podophyllum hexandrum,1,medicine
Podophyllum hexandrum,1,roots
Pogonia spp.,1,live
Poicephalus crassus,1,live
Poicephalus meyeri,1,specimens
Poicephalus senegalus,1,eggs (live)
Poicephalus senegalus,1,feathers
Polaskia chichipe,1,dried plants
Polyboroides radiatus,1,live
Polyboroides typus,1,live
Polyboroides typus,1,specimens
Polycyathus hondaensis,1,specimens
Polycyathus verrilli,1,raw corals
Polyodon spathula,1,specimens
Polyonymus caroli,1,specimens
Polyplectron malacense,1,feathers
Polyplectron napoleonis,1,feathers
Polyplectron napoleonis,1,specimens
Polyradicion spp.,1,live
Polystachya caespitosa,1,live
Polytelis alexandrae,1,bodies
Polytelis swainsonii,1,bodies
Polytelis swainsonii,1,specimens
Pomatocalpa spp.,1,dried plants
Ponera spp.,1,live
Pongo pygmaeus,1,bodies
Pongo pygmaeus,1,bone carvings
Pontoporia blainvillei,1,skulls
Pontoporia blainvillei,1,teeth
Porites australiensis,1,raw corals
Porites divaricata,1,live
Porites furcata,1,live
Porites furcata,1,specimens
Porites negrosensis,1,live
Porites porites,1,specimens
Porites rus,1,raw corals
Porites spp.,1,unspecified
Porpax gigantea,1,live
Porpax spp.,1,leaves
Porroglossum echidna,1,live
Porroglossum muscosum,1,dried plants
Porroglossum parsonsii,1,live
Porroglossum teretilabia,1,live
Porthidium nasutum,1,live
Porthidium ophryomegas,1,live
Porthidium spp.,1,specimens
Potamotrygon jabuti,1,live
Potos flavus,1,specimens
Praecereus saxicola,1,live
Presbytis comata,1,live
Presbytis thomasi,1,specimens
Prescottia oligantha,1,live
Prescottia spp.,1,dried plants
Prescottia spp.,1,live
Primates spp.,1,bone carvings
Primates spp.,1,derivatives
Primates spp.,1,meat
Primates spp.,1,skins
Primates spp.,1,unspecified
Priodontes maximus,1,bodies
Priodontes maximus,1,carvings
Priodontes maximus,1,teeth
Prionailurus bengalensis,1,derivatives
Prionailurus bengalensis,1,fur products (large)
Prionailurus bengalensis,1,unspecified
Prionailurus bengalensis bengalensis,1,garments
Prionailurus bengalensis bengalensis,1,live
Prionailurus bengalensis bengalensis,1,skin pieces
Prionailurus bengalensis bengalensis,1,specimens
Prionailurus viverrinus,1,bodies
Prionailurus viverrinus,1,skins
Prionailurus viverrinus,1,skulls
Prioniturus discurus,1,bodies
Prioniturus flavicans,1,live
Prioniturus montanus,1,specimens
Prionodon linsang,1,garments
Prionodon linsang,1,live
Prionodon pardicolor,1,live
Pristidae spp.,1,bones
Pristis pectinata,1,bones
Pristis pristis,1,bodies
Probarbus jullieni,1,live
Probosciger aterrimus,1,feathers
Procolobus verus,1,hair
Profelis aurata,1,live
Propithecus diadema,1,hair
Propithecus diadema,1,live
Propithecus spp.,1,specimens
Propithecus verreauxi,1,live
Prosopeia tabuensis,1,specimens
Prosthechea pulchra,1,live
Prosthechea spp.,1,dried plants
Prosthechea tigrina,1,live
Prunus africana,1,fruit
Prunus africana,1,leaves
Prunus africana,1,timber
Psammobates oculifer,1,bodies
Psammocora contigua,1,raw corals
Psammocora profundacella,1,raw corals
Psammocora stellata,1,raw corals
Psammocora superficialis,1,specimens
Psephotus haematonotus,1,skins
Psephotus pulcherrimus,1,feathers
Psephotus pulcherrimus,1,specimens
Pseudacoridium spp.,1,live
Pseudeos fuscata,1,specimens
Pseudocentrum spp.,1,live
Pseudocordylus melanotus,1,live
Pseudocordylus transvaalensis,1,leather products (small)
Pseudolaelia cipoensis,1,live
Pseudolaelia corcovadensis,1,live
Pseudolaelia dutrae,1,live
Pseudorca crassidens,1,live
Pseudorhipsalis ramulosa,1,flowers
Pseudorhipsalis ramulosa,1,stems
Psilochilus spp.,1,live
Psittacella spp.,1,bodies
Psittacidae spp.,1,carvings
Psittacidae spp.,1,eggs
Psittacidae spp.,1,skulls
Psittaciformes spp.,1,bodies
Psittaciformes spp.,1,carvings
Psittaciformes spp.,1,eggs
Psittaciformes spp.,1,extract
Psittacula cyanocephala,1,bodies
Psittacula echo,1,eggs
Psittacula echo,1,feathers
Psittacula eupatria,1,bodies
Psittacula longicauda,1,skins
Psittacula spp.,1,bodies
Psittaculirostris desmarestii,1,skins
Psittaculirostris edwardsii,1,bodies
Psittacus erithacus,1,eggs (live)
Psittacus erithacus,1,leather products (small)
Psittacus erithacus,1,skin pieces
Psittacus erithacus,1,skulls
Psittacus erithacus,1,trophies
Psittacus erithacus erithacus,1,live
Psittacus erithacus timneh,1,specimens
Psitteuteles goldiei,1,specimens
Psychopsis versteegiana,1,cultures
Psygmorchis spp.,1,live
Pteridopathes spp.,1,specimens
Pteridophora alberti,1,live
Pterocactus australis,1,live
Pterocactus megliolii,1,live
Pterocactus valentinii,1,live
Pterocarpus santalinus,1,chips
Pteroceras muluense,1,live
Pteroceras philippinense,1,live
Pterocnemia pennata,1,specimens
Pteroglossus castanotis,1,bodies
Pteroglossus castanotis,1,specimens
Pteroglossus viridis,1,skeletons
Pteroglossus viridis,1,unspecified
Pteronetta hartlaubii,1,live
Pteronura brasiliensis,1,live
Pteropus aldabrensis,1,specimens
Pteropus alecto,1,derivatives
Pteropus alecto,1,specimens
Pteropus chrysoproctus,1,specimens
Pteropus giganteus,1,live
Pteropus hypomelanus,1,live
Pteropus hypomelanus,1,specimens
Pteropus livingstonii,1,specimens
Pteropus lombocensis,1,specimens
Pteropus mariannus,1,bodies
Pteropus neohibernicus,1,specimens
Pteropus personatus,1,specimens
Pteropus poliocephalus,1,specimens
Pteropus pumilus,1,specimens
Pteropus rodricensis,1,bodies
Pteropus rufus,1,live
Pteropus scapulatus,1,specimens
Pteropus spp.,1,bodies
Pteropus spp.,1,bones
Pteropus spp.,1,skeletons
Pteropus tonganus,1,meat
Pteropus vetulus,1,skulls
Pterostylis angusta,1,live
Pterostylis nutans,1,live
Ptilopsis leucotis,1,trophies
Ptiloris magnificus,1,bodies
Ptiloris magnificus,1,feathers
Ptiloris magnificus,1,specimens
Ptyas korros,1,skins
Ptyas korros,1,unspecified
Ptyas mucosus,1,skin scraps
Pulsatrix melanota,1,bodies
Puma concolor,1,derivatives
Puma concolor,1,jewellery
Puma concolor,1,leather products (large)
Puma concolor,1,skin pieces
Puma concolor,1,tails
Puma concolor,1,unspecified
Puma concolor couguar,1,live
Puma yagouaroundi,1,derivatives
Puma yagouaroundi,1,skins
Puma yagouaroundi,1,specimens
Puma yagouaroundi,1,teeth
Purpureicephalus spurius,1,bodies
Pycnonotus zeylanicus,1,live
Pygmaeocereus spp.,1,live
Pygmaeorchis spp.,1,live
Pyrrhura frontalis,1,skeletons
Pyrrhura lepida,1,specimens
Pyrrhura melanura,1,skins
Pyrrhura orcesi,1,specimens
Pyrrhura pfrimeri,1,live
Python anchietae,1,specimens
Python bivittatus,1,bodies
Python bivittatus,1,eggs
Python bivittatus,1,extract
Python bivittatus,1,skulls
Python breitensteini,1,shoes
Python breitensteini,1,skin pieces
Python brongersmai,1,carvings
Python curtus,1,bodies
Python curtus,1,horn scraps
Python curtus,1,skin scraps
Python hybrid,1,live
Python molurus,1,meat
Python molurus molurus,1,derivatives
Python molurus molurus,1,leather products (small)
Python molurus molurus,1,shoes
Python regius,1,carvings
Python regius,1,leather products (large)
Python regius,1,skins
Python regius,1,specimens
Python reticulatus,1,extract
Python reticulatus,1,leather
Python reticulatus,1,plates
Python reticulatus,1,skin scraps
Python sebae,1,carvings
Python sebae,1,derivatives
Python sebae,1,unspecified
Python spp.,1,derivatives
Python spp.,1,skulls
Pythonidae spp.,1,leather products (large)
Pythonidae spp.,1,specimens
Pytilia hypogrammica,1,specimens
Pyxis arachnoides,1,bodies
Pyxis arachnoides,1,specimens
Pyxis planicauda,1,specimens
Quelea erythrops,1,live
Ramphastos dicolorus,1,live
Ramphastos sulfuratus,1,bodies
Ramphastos sulfuratus,1,skins
Ramphastos sulfuratus,1,skulls
Ramphastos sulfuratus,1,specimens
Ramphastos toco,1,bodies
Ramphastos tucanus,1,feathers
Ramphastos vitellinus,1,unspecified
Ramphomicron microrhynchum,1,specimens
Rangaeris amaniensis,1,live
Ranitomeya fantastica,1,specimens
Ranitomeya imitator,1,specimens
Ranitomeya sirensis,1,bodies
Ranitomeya summersi,1,live
Ranitomeya summersi,1,specimens
Ranitomeya variabilis,1,specimens
Ratufa affinis,1,live
Ratufa bicolor,1,live
Ratufa indica,1,bodies
Rauhocereus riosaniensis,1,live
Rauvolfia serpentina,1,unspecified
Ravenea spp.,1,live
Rebutia canigueralii,1,roots
Rebutia cylindrica,1,live
Rebutia fidaiana,1,live
Rebutia minuscula,1,dried plants
Rebutia minuscula,1,graft rootstocks
Rebutia neumanniana,1,live
Rebutia oligacantha,1,live
Renanthera elongata,1,live
Renanthera hybrid,1,roots
Renanthera philippinensis,1,roots
Restrepia antennifera,1,roots
Restrepia aspasicensium,1,live
Restrepia chameleon,1,live
Restrepia dodsonii,1,cultures
Restrepia jesupiana,1,live
Restrepia portillae,1,live
Restrepia radulifera,1,live
Restrepia teaguei,1,live
Rhabdophis subminiatus,1,live
Rhea americana,1,leather products (large)
Rhea americana,1,meat
Rhea americana,1,skeletons
Rhea americana,1,skin pieces
Rhea americana,1,skin scraps
Rhea americana albescens,1,eggs
Rhea americana albescens,1,plates
Rhea americana albescens,1,specimens
Rheinardia ocellata,1,live
Rhincodon typus,1,bones
Rhinoceros sondaicus,1,carvings
Rhinoceros sondaicus,1,horns
Rhinoceros spp.,1,horns
Rhinoceros unicornis,1,derivatives
Rhinoceros unicornis,1,horn pieces
Rhinocerotidae spp.,1,bone carvings
Rhinocerotidae spp.,1,horn products
Rhinocerotidae spp.,1,leather items
Rhinocerotidae spp.,1,live
Rhinopithecus roxellana,1,bodies
Rhinoplax vigil,1,skulls
Rhinoplax vigil,1,specimens
Rhipsalis campos-portoana,1,live
Rhipsalis cereoides,1,live
Rhipsalis cereuscula,1,roots
Rhipsalis clavata,1,flowers
Rhipsalis clavata,1,stems
Rhipsalis floccosa,1,dried plants
Rhipsalis floccosa,1,specimens
Rhipsalis hoelleri,1,live
Rhipsalis lindbergiana,1,flowers
Rhipsalis mesembryanthemoides,1,flowers
Rhipsalis neves-armondii,1,stems
Rhipsalis sulcata,1,live
Rhipsalis teres,1,flowers
Rhodopis vesper,1,specimens
Rhoptropella ocellata,1,live
Rhyncholaelia digbyana,1,roots
Rhyncholaelia spp.,1,live
Rhynchophreatia spp.,1,live
Rhynchopsitta pachyrhyncha,1,specimens
Rhynchopsitta spp.,1,specimens
Rhynchostele bictoniensis,1,derivatives
Rhynchostele madrensis,1,live
Rhynchostylis hybrid,1,cultures
Rhynchostylis retusa,1,unspecified
Rhynochetos jubatus,1,bones
Rhyticeros plicatus,1,carvings
Rhyticeros plicatus,1,specimens
Robiquetia flammea,1,live
Robiquetia pachyphylla,1,live
Rodriguezia bahiensis,1,live
Rodriguezia candida,1,live
Rodriguezia carnea,1,cultures
Rodriguezia chasei,1,live
Rollulus rouloul,1,bodies
Romerolagus diazi,1,live
Rossioglossum splendens,1,live
Rucervus duvaucelii,1,live
Rucervus duvaucelii,1,skins
Rucervus eldii,1,derivatives
Rucervus eldii,1,specimens
Rupicola peruvianus,1,feathers
Rupicola rupicola,1,derivatives
Rupicola rupicola,1,live
Saccolabium odoratissimum,1,live
Sacoila lanceolata,1,live
Saguinus imperator,1,specimens
Saguinus inustus,1,specimens
Saguinus midas,1,bodies
Saguinus oedipus,1,bodies
Saguinus spp.,1,live
Saiga tatarica,1,horn pieces
Saiga tatarica,1,live
Saiga tatarica,1,skulls
Saiga tatarica,1,specimens
Saimiri boliviensis,1,skeletons
Saimiri sciureus,1,powder
Saimiri sciureus,1,teeth
Salvator rufescens,1,garments
Salvator rufescens,1,specimens
Sandalolitha robusta,1,live
Sandalolitha robusta,1,specimens
Sanzinia madagascariensis,1,specimens
Sarcanthus appendiculatus,1,live
Sarcochilus hillii,1,live
Sarcochilus spp.,1,cultures
Sarcoglottis fasciculata,1,flowers
Sarcoglottis spp.,1,flowers
Aa spp.,1,live
Abdominea spp.,1,live
Acampe papillosa,1,roots
Acanthastrea amakusensis,1,raw corals
Acanthastrea maxima,1,live
Acanthephippium striatum,1,live
Acanthocalycium spp.,1,live
Acanthocereus castellae,1,live
Acanthocereus hirschtianus,1,live
Acanthocereus macdougallii,1,live
Acanthocereus maculatus,1,live
Acanthocereus rosei,1,live
Acanthopathes spp.,1,jewellery
Acanthophyllia deshayesiana,1,derivatives
Acanthophyllia spp.,1,live
Acanthophyllia spp.,1,raw corals
Accipiter bicolor,1,bodies
Accipiter bicolor,1,live
Accipiter cirrhocephalus,1,specimens
Accipiter erythropus,1,live
Accipiter gentilis,1,eggs
Accipiter gentilis,1,feathers
Accipiter gentilis,1,skins
Accipiter gentilis,1,trophies
Accipiter gularis,1,skins
Accipiter gularis,1,specimens
Accipiter henstii,1,specimens
Accipiter hybrid,1,live
Accipiter melanoleucus,1,trophies
Accipiter minullus,1,bodies
Accipiter nisus,1,eggs
Accipiter nisus,1,specimens
Accipiter novaehollandiae,1,bodies
Accipiter ovampensis,1,eggshell
Accipiter ovampensis,1,live
Accipiter rufiventris,1,bodies
Accipiter spp.,1,claws
Accipiter spp.,1,feet
Accipiter spp.,1,skulls
Accipiter spp.,1,specimens
Accipiter striatus,1,claws
Accipiter striatus,1,feathers
Accipiter tachiro,1,live
Accipiter tachiro,1,skins
Accipitridae spp.,1,bodies
Accipitridae spp.,1,feet
Accipitridae spp.,1,live
Aceras spp.,1,live
Acerodon humilis,1,live
Aceros cassidix,1,live
Aceros spp.,1,skeletons
Acianthera angustisepala,1,live
Acianthera aveniformis,1,live
Acianthera butcheri,1,live
Acianthera capillaris,1,live
Acianthera decurrens,1,live
Acianthera leptotifolia,1,live
Acianthera limae,1,live
Acianthera melanochthoda,1,live
Acianthera platystachys,1,live
Acineta barkeri,1,live
Acineta hybrid,1,live
Acinonyx jubatus,1,leather products (small)
Acinonyx jubatus,1,teeth
Acipenser baerii,1,carvings
Acipenser baerii,1,genitalia
Acipenser baerii,1,powder
Acipenser baerii x gueldenstaedtii,1,cosmetics
Acipenser baerii x gueldenstaedtii,1,eggs
Acipenser baerii x gueldenstaedtii,1,eggs (live)
Acipenser baerii x ruthenus,1,eggs (live)
Acipenser brevirostrum,1,caviar
Acipenser brevirostrum,1,live
Acipenser fulvescens,1,eggs (live)
Acipenser fulvescens,1,fins
Acipenser gueldenstaedtii x baerii,1,eggs
Acipenser gueldenstaedtii x baerii,1,skin pieces
Acipenser hybrid,1,derivatives
Acipenser hybrid,1,eggs
Acipenser hybrid,1,live
Acipenser medirostris,1,specimens
Acipenser oxyrinchus,1,bodies
Acipenser oxyrinchus,1,eggs
Acipenser oxyrinchus,1,swim bladders
